name,front_left_paw_x,front_left_paw_y,front_left_knee_x,front_left_knee_y,front_left_elbow_x,front_left_elbow_y,rear_left_paw_x,rear_left_paw_y,rear_left_knee_x,rear_left_knee_y,rear_left_elbow_x,rear_left_elbow_y,front_right_paw_x,front_right_paw_y,front_right_knee_x,front_right_knee_y,front_right_elbow_x,front_right_elbow_y,rear_right_paw_x,rear_right_paw_y,rear_right_knee_x,rear_right_knee_y,rear_right_elbow_x,rear_right_elbow_y,tail_start_x,tail_start_y,tail_end_x,tail_end_y,left_ear_base_x,left_ear_base_y,right_ear_base_x,right_ear_base_y,nose_x,nose_y,chin_x,chin_y,left_ear_tip_x,left_ear_tip_y,right_ear_tip_x,right_ear_tip_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,withers_x,withers_y,throat_x,throat_y,class
n02085620_1321.jpg,0.0,0.0,0.475,0.83183,0.461,0.7027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.86036,0.325,0.76877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.2032,0.28,0.32282,0.44667,0.41141,0.422,0.45646,0.41541,0.13884,0.23342,0.20339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_13964.jpg,0.58933,0.959,0.568,0.863,0.67467,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.33867,0.932,0.41467,0.824,0.0,0.0,0.27333,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89067,0.45,0.51067,0.34,0.384,0.52467,0.40711,0.628,0.0,0.0,0.52133,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_1502.jpg,0.0,0.0,0.0,0.0,0.57867,0.88589,0.353,0.8018,0.338,0.68018,0.0,0.0,0.0,0.0,0.0,0.0,0.42867,0.89089,0.258,0.86186,0.233,0.74775,0.28267,0.61261,0.22667,0.27628,0.12267,0.27027,0.73267,0.25526,0.476,0.16617,0.474,0.54354,0.504,0.62162,0.82964,0.14121,0.40069,0.04805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_1862.jpg,0.53867,0.478,0.53244,0.43067,0.56178,0.38067,0.0,0.0,0.0,0.0,0.0,0.0,0.47911,0.48733,0.46933,0.43533,0.46578,0.392,0.44133,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57511,0.23667,0.47867,0.244,0.532,0.272,0.53867,0.3,0.604,0.249,0.43867,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_1916.jpg,0.334,0.77306,0.402,0.74949,0.44867,0.58855,0.694,0.7037,0.739,0.66364,0.83733,0.54141,0.22867,0.62626,0.29267,0.59731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.14646,0.194,0.22155,0.35867,0.38047,0.37467,0.44781,0.58247,0.03379,0.03665,0.17269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2208.jpg,0.41733,0.62933,0.412,0.59467,0.41333,0.54844,0.398,0.656,0.413,0.60667,0.413,0.53467,0.41867,0.63467,0.422,0.60267,0.42733,0.55644,0.0,0.0,0.415,0.6,0.0,0.0,0.392,0.444,0.0,0.0,0.39333,0.432,0.41267,0.42578,0.404,0.48267,0.402,0.51822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_242.jpg,0.86583,0.93667,0.78417,0.84067,0.73375,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.43417,0.94533,0.4825,0.83333,0.44875,0.659,0.375,0.633,0.38125,0.515,0.37,0.372,0.0,0.0,0.0,0.0,0.66,0.235,0.38375,0.242,0.52167,0.45933,0.52667,0.51133,0.71297,0.1358,0.31298,0.1172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2479.jpg,0.65152,0.86587,0.62525,0.78353,0.66667,0.63745,0.40808,0.71315,0.35657,0.62815,0.0,0.0,0.59293,0.92829,0.57677,0.82869,0.58485,0.66667,0.27374,0.81408,0.26667,0.69588,0.2899,0.52855,0.27273,0.32005,0.13434,0.10491,0.73131,0.18327,0.59192,0.22444,0.69394,0.34396,0.68081,0.37317,0.77431,0.07703,0.53561,0.13884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2507.jpg,0.422,0.808,0.43067,0.72178,0.454,0.56622,0.61333,0.69956,0.582,0.63022,0.6,0.51022,0.30467,0.696,0.332,0.64444,0.324,0.51289,0.47733,0.68889,0.5,0.62044,0.488,0.55867,0.567,0.52,0.60467,0.42933,0.42267,0.14133,0.286,0.17067,0.37133,0.33511,0.37133,0.39733,0.48995,0.16841,0.1792,0.21269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2650.jpg,0.593,0.85586,0.608,0.76076,0.59267,0.61762,0.717,0.66967,0.77,0.62563,0.76067,0.5025,0.0,0.0,0.473,0.78979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.33333,0.30733,0.36937,0.5,0.67668,0.50267,0.71471,0.59589,0.36629,0.24267,0.38038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_2706.jpg,0.60938,0.85417,0.59583,0.76389,0.62187,0.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.49792,0.73333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66406,0.38542,0.65833,0.30139,0.53542,0.26528,0.39687,0.34583,0.50833,0.48194,0.53125,0.54167,0.51581,0.18684,0.33707,0.21798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_275.jpg,0.0,0.0,0.47267,0.53153,0.47333,0.46547,0.0,0.0,0.599,0.46246,0.59067,0.4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59667,0.32032,0.64267,0.18118,0.464,0.24024,0.0,0.0,0.36733,0.22723,0.38933,0.27127,0.5104,0.22823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2815.jpg,0.0,0.0,0.517,0.97417,0.0,0.0,0.612,0.97778,0.0,0.0,0.0,0.0,0.34133,0.96278,0.32,0.88556,0.26667,0.65444,0.18667,0.94944,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.49583,0.82,0.28111,0.44,0.21833,0.53,0.54556,0.516,0.6375,0.0,0.0,0.2389,0.02677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2887.jpg,0.5401,0.86296,0.50725,0.78333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43188,0.95556,0.44251,0.85926,0.38841,0.71111,0.36135,0.86944,0.27923,0.76759,0.26763,0.63056,0.0,0.0,0.06473,0.63056,0.69275,0.26528,0.41884,0.24583,0.55362,0.41944,0.55169,0.4963,0.81968,0.11609,0.34612,0.07697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2921.jpg,0.66133,0.86415,0.62267,0.73529,0.63333,0.65126,0.34533,0.79412,0.316,0.69958,0.0,0.0,0.46667,0.89916,0.482,0.77731,0.512,0.60644,0.26,0.84874,0.226,0.73739,0.262,0.52731,0.242,0.36555,0.232,0.20378,0.73333,0.16527,0.56267,0.2395,0.76133,0.35994,0.74933,0.40616,0.786,0.07563,0.488,0.19748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2973.jpg,0.55911,0.876,0.62311,0.77267,0.64889,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.40889,0.84133,0.46489,0.76533,0.39111,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.24,0.272,0.246,0.40711,0.30133,0.40711,0.368,0.69744,0.15933,0.19365,0.20954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3033.jpg,0.766,0.768,0.0,0.0,0.0,0.0,0.37933,0.84267,0.37467,0.75467,0.0,0.0,0.82467,0.74844,0.70067,0.70667,0.69467,0.61956,0.5,0.86667,0.43333,0.79467,0.44,0.65956,0.35867,0.58222,0.418,0.58311,0.0,0.0,0.746,0.43556,0.902,0.45422,0.86133,0.50044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_3110.jpg,0.55481,0.72288,0.59926,0.64596,0.60444,0.59911,0.0,0.0,0.0,0.0,0.0,0.0,0.51111,0.72682,0.4637,0.64201,0.42444,0.55621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56667,0.30325,0.39667,0.23225,0.35037,0.43984,0.38889,0.51381,0.54572,0.11981,0.34243,0.17927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_326.jpg,0.45195,0.849,0.33534,0.78333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04054,0.792,0.11612,0.64133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62162,0.34,0.33934,0.331,0.48148,0.60067,0.46246,0.657,0.77191,0.20646,0.23255,0.15383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_3402.jpg,0.39133,0.62933,0.47467,0.63911,0.0,0.0,0.33333,0.47556,0.38667,0.46756,0.417,0.48667,0.0,0.0,0.46133,0.58222,0.52333,0.51822,0.32733,0.43467,0.39067,0.424,0.448,0.40089,0.48133,0.34844,0.39533,0.33067,0.86933,0.64889,0.74533,0.504,0.74467,0.74222,0.69667,0.74933,0.91974,0.63225,0.79144,0.39856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3423.jpg,0.39833,0.70865,0.455,0.61959,0.52667,0.53053,0.62,0.64122,0.6825,0.60687,0.64,0.54962,0.15167,0.65013,0.24167,0.5827,0.28167,0.4771,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.52417,0.825,0.56234,0.64167,0.21501,0.40333,0.21247,0.57,0.32824,0.5675,0.39313,0.72214,0.1554,0.32946,0.12214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3485.jpg,0.71875,0.84013,0.66458,0.76698,0.0,0.0,0.375,0.66771,0.0,0.0,0.0,0.0,0.63125,0.97701,0.575,0.88924,0.5375,0.71264,0.1625,0.72623,0.13438,0.63114,0.16771,0.51202,0.21042,0.28527,0.32396,0.4441,0.79062,0.21944,0.54583,0.25601,0.71354,0.41484,0.72812,0.4953,0.78888,0.05547,0.44309,0.17681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_368.jpg,0.51867,0.92593,0.564,0.83383,0.62933,0.72172,0.0,0.0,0.0,0.0,0.782,0.61562,0.441,0.8994,0.44067,0.83183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60667,0.18018,0.398,0.21221,0.528,0.27628,0.534,0.41241,0.64638,0.07703,0.315,0.10036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3742.jpg,0.58709,0.89798,0.57095,0.78738,0.59766,0.6324,0.73011,0.7757,0.69672,0.69393,0.72231,0.50312,0.18086,0.89486,0.27323,0.76947,0.32638,0.71963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88703,0.70016,0.52198,0.20483,0.24151,0.22196,0.29661,0.49065,0.31664,0.57165,0.57105,0.37782,0.23547,0.39646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3838.jpg,0.27137,0.78198,0.31197,0.72093,0.26994,0.57752,0.30413,0.81492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58048,0.84302,0.72222,0.73062,0.40491,0.24273,0.22115,0.1439,0.22934,0.39147,0.22863,0.44913,0.49685,0.18402,0.19502,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3975.jpg,0.74405,0.884,0.69544,0.76333,0.73909,0.61667,0.0,0.0,0.0,0.0,0.0,0.0,0.31944,0.822,0.38591,0.74467,0.38244,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76042,0.162,0.57738,0.27733,0.26885,0.26533,0.37202,0.48133,0.37202,0.545,0.62346,0.24739,0.14453,0.13823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_4016.jpg,0.94167,0.975,0.78125,0.83472,0.66094,0.64236,0.05391,0.56354,0.0,0.0,0.0,0.0,0.70312,0.97812,0.55313,0.86875,0.48906,0.70069,0.01146,0.62083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69427,0.23194,0.48958,0.23542,0.55573,0.53403,0.57109,0.59167,0.73839,0.03143,0.45295,0.05024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_4207.jpg,0.88733,0.80581,0.759,0.72823,0.64933,0.62062,0.0,0.0,0.0,0.0,0.0,0.0,0.72933,0.88889,0.622,0.79129,0.52667,0.71271,0.0,0.0,0.0,0.0,0.264,0.62913,0.0,0.0,0.04933,0.62963,0.669,0.17568,0.43533,0.15616,0.56533,0.37237,0.56133,0.45746,0.76476,0.07407,0.3941,0.08606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_4290.jpg,0.53846,0.84,0.50902,0.776,0.54036,0.672,0.40931,0.82133,0.0,0.0,0.0,0.0,0.49478,0.878,0.46819,0.80933,0.4416,0.71133,0.26116,0.872,0.14815,0.82667,0.2925,0.766,0.0,0.0,0.0,0.0,0.74644,0.35667,0.49193,0.33267,0.5717,0.42933,0.60304,0.45467,0.81377,0.37053,0.455,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_4441.jpg,0.568,0.79267,0.64356,0.69267,0.64533,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.42756,0.77533,0.472,0.68667,0.42933,0.57067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62756,0.256,0.36711,0.27733,0.44356,0.36067,0.46133,0.406,0.687,0.22537,0.29176,0.24655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_4515.jpg,0.349,0.83117,0.356,0.73636,0.371,0.65195,0.234,0.79481,0.231,0.74156,0.236,0.66364,0.0,0.0,0.226,0.76753,0.236,0.64156,0.21733,0.79827,0.199,0.72727,0.227,0.64416,0.23,0.43896,0.232,0.33766,0.42067,0.41558,0.28733,0.43377,0.39,0.55498,0.394,0.58831,0.4348,0.35688,0.25711,0.36277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_4673.jpg,0.0,0.0,0.0,0.0,0.55067,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362,0.90756,0.26067,0.88889,0.248,0.75022,0.25133,0.58222,0.0,0.0,0.20533,0.26756,0.46733,0.44978,0.29733,0.43467,0.29533,0.68,0.324,0.74756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_4814.jpg,0.79777,0.89947,0.72524,0.76455,0.65132,0.55952,0.83543,0.82804,0.80614,0.71429,0.7887,0.63492,0.2901,0.89286,0.37517,0.80159,0.39749,0.62963,0.54114,0.80556,0.0,0.0,0.55649,0.70833,0.80335,0.78571,0.90656,0.73016,0.5007,0.2037,0.2357,0.18651,0.28033,0.42857,0.31939,0.48016,0.44818,0.18413,0.11648,0.18018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_500.jpg,0.84133,0.87556,0.74,0.82667,0.696,0.74533,0.346,0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.85778,0.16533,0.85067,0.19133,0.69422,0.036,0.736,0.148,0.784,0.69667,0.42578,0.54333,0.41867,0.63467,0.57333,0.62667,0.62933,0.746,0.25067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_5093.jpg,0.62679,0.81548,0.57857,0.74048,0.66964,0.65238,0.0,0.0,0.0,0.0,0.0,0.0,0.38393,0.83214,0.4119,0.74762,0.35179,0.65714,0.3125,0.67857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.4619,0.0,0.0,0.28452,0.56905,0.32262,0.60794,0.8,0.3881,0.46721,0.25498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_5927.jpg,0.0,0.0,0.61944,0.96667,0.57685,0.84111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444,0.98111,0.38519,0.81667,0.19074,0.83667,0.14861,0.76333,0.21667,0.65333,0.0,0.0,0.0,0.0,0.62685,0.24111,0.40463,0.22444,0.52315,0.57556,0.52778,0.675,0.62333,0.08433,0.37259,0.02881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_7436.jpg,0.0,0.0,0.61067,0.973,0.66533,0.835,0.92444,0.95667,0.0,0.0,0.0,0.0,0.0,0.0,0.49067,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,0.23667,0.20133,0.183,0.19822,0.39667,0.23733,0.504,0.82228,0.09956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_8420.jpg,0.49533,0.60141,0.485,0.54819,0.0,0.0,0.0,0.0,0.21733,0.52309,0.0,0.0,0.47333,0.69378,0.454,0.59839,0.44867,0.49799,0.0,0.0,0.256,0.59538,0.27267,0.44378,0.21067,0.36647,0.11533,0.35542,0.58067,0.28112,0.49333,0.3002,0.53933,0.43373,0.545,0.45482,0.613,0.21687,0.46788,0.2218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_8491.jpg,0.92333,0.7493,0.735,0.63788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79333,0.89601,0.57,0.81523,0.54625,0.70474,0.145,0.5896,0.0725,0.5195,0.0975,0.41783,0.0,0.0,0.0,0.0,0.7125,0.23677,0.48167,0.33055,0.69,0.50975,0.0,0.0,0.73455,0.0521,0.30797,0.24814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_8558.jpg,0.3876,0.69782,0.4124,0.62617,0.39845,0.5109,0.66667,0.69003,0.69147,0.60592,0.66512,0.5,0.34884,0.66355,0.0,0.0,0.0,0.0,0.57674,0.6433,0.62016,0.57788,0.0,0.0,0.70388,0.41589,0.75039,0.34891,0.3907,0.23988,0.26667,0.22741,0.32558,0.33178,0.31628,0.35981,0.43171,0.18819,0.24264,0.17757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_8578.jpg,0.55133,0.78942,0.523,0.71671,0.527,0.6204,0.367,0.62323,0.0,0.0,0.0,0.0,0.54333,0.8848,0.503,0.77337,0.47,0.62748,0.236,0.74599,0.242,0.61473,0.261,0.49575,0.231,0.36119,0.131,0.28895,0.643,0.15439,0.482,0.21671,0.65533,0.34089,0.64667,0.3966,0.66254,0.10599,0.47082,0.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_8637.jpg,0.57533,0.76978,0.63533,0.63644,0.60333,0.51733,0.85133,0.65956,0.87067,0.54044,0.858,0.37956,0.584,0.71911,0.609,0.63733,0.0,0.0,0.744,0.53778,0.784,0.45511,0.781,0.39333,0.0,0.0,0.0,0.0,0.464,0.39644,0.378,0.31467,0.306,0.52667,0.374,0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_9399.jpg,0.48067,0.64978,0.48267,0.59644,0.48467,0.53333,0.56333,0.49333,0.558,0.44356,0.54533,0.36622,0.406,0.624,0.426,0.58756,0.426,0.52533,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.28533,0.45867,0.27111,0.37933,0.46222,0.33533,0.416,0.31467,0.52356,0.339,0.53067,0.0,0.0,0.302,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_9414.jpg,0.40867,0.68089,0.44733,0.544,0.504,0.49467,0.63133,0.57422,0.61733,0.46844,0.629,0.388,0.356,0.64133,0.38,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.088,0.28667,0.46844,0.15667,0.40711,0.16933,0.71022,0.228,0.724,0.30721,0.34132,0.09497,0.25415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_949.jpg,0.67082,0.86318,0.62469,0.77686,0.67706,0.66253,0.40648,0.73829,0.33666,0.65197,0.0,0.0,0.65254,0.94582,0.6143,0.82461,0.59601,0.65565,0.25852,0.8494,0.22111,0.72544,0.24023,0.56198,0.0,0.0,0.04572,0.58678,0.83874,0.16162,0.61929,0.19651,0.80382,0.33242,0.79052,0.38935,0.56631,0.09842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_952.jpg,0.48638,0.90943,0.53846,0.80314,0.55889,0.71981,0.80849,0.75535,0.83093,0.6478,0.78526,0.52642,0.32532,0.84403,0.34856,0.7717,0.29888,0.65723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891,0.28302,0.40785,0.20314,0.49119,0.37233,0.45994,0.44088,0.85348,0.20336,0.32264,0.07152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085782_1059.jpg,0.0,0.0,0.55091,0.82082,0.55727,0.71429,0.57,0.98063,0.61758,0.7958,0.60636,0.96368,0.35091,0.98547,0.33212,0.8184,0.35636,0.64891,0.40121,0.96852,0.40061,0.84181,0.45364,0.9201,0.0,0.0,0.0,0.0,0.54909,0.12914,0.34364,0.16223,0.46182,0.20985,0.46606,0.27845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
