name,front_left_paw_x,front_left_paw_y,front_left_paw_v,front_left_knee_x,front_left_knee_y,front_left_knee_v,front_left_elbow_x,front_left_elbow_y,front_left_elbow_v,rear_left_paw_x,rear_left_paw_y,rear_left_paw_v,rear_left_knee_x,rear_left_knee_y,rear_left_knee_v,rear_left_elbow_x,rear_left_elbow_y,rear_left_elbow_v,front_right_paw_x,front_right_paw_y,front_right_paw_v,front_right_knee_x,front_right_knee_y,front_right_knee_v,front_right_elbow_x,front_right_elbow_y,front_right_elbow_v,rear_right_paw_x,rear_right_paw_y,rear_right_paw_v,rear_right_knee_x,rear_right_knee_y,rear_right_knee_v,rear_right_elbow_x,rear_right_elbow_y,rear_right_elbow_v,tail_start_x,tail_start_y,tail_start_v,tail_end_x,tail_end_y,tail_end_v,left_ear_base_x,left_ear_base_y,left_ear_base_v,right_ear_base_x,right_ear_base_y,right_ear_base_v,nose_x,nose_y,nose_v,chin_x,chin_y,chin_v,left_ear_tip_x,left_ear_tip_y,left_ear_tip_v,right_ear_tip_x,right_ear_tip_y,right_ear_tip_v,left_eye_x,left_eye_y,left_eye_v,right_eye_x,right_eye_y,right_eye_v,withers_x,withers_y,withers_v,throat_x,throat_y,throat_v,class
n02085620_1321.jpg,0.0,0.0,0.0,0.475,0.83183,2.0,0.461,0.7027,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.86036,2.0,0.325,0.76877,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.2032,2.0,0.28,0.32282,2.0,0.44667,0.41141,2.0,0.422,0.45646,2.0,0.41541,0.13884,2.0,0.23342,0.20339,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_13964.jpg,0.58933,0.959,2.0,0.568,0.863,2.0,0.67467,0.736,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33867,0.932,2.0,0.41467,0.824,2.0,0.0,0.0,0.0,0.27333,0.703,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89067,0.45,2.0,0.51067,0.34,2.0,0.384,0.52467,2.0,0.40711,0.628,2.0,0.0,0.0,0.0,0.52133,0.279,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_1502.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.57867,0.88589,2.0,0.353,0.8018,2.0,0.338,0.68018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42867,0.89089,2.0,0.258,0.86186,2.0,0.233,0.74775,2.0,0.28267,0.61261,2.0,0.22667,0.27628,2.0,0.12267,0.27027,2.0,0.73267,0.25526,2.0,0.476,0.16617,2.0,0.474,0.54354,2.0,0.504,0.62162,2.0,0.82964,0.14121,2.0,0.40069,0.04805,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_1862.jpg,0.53867,0.478,2.0,0.53244,0.43067,2.0,0.56178,0.38067,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47911,0.48733,2.0,0.46933,0.43533,2.0,0.46578,0.392,2.0,0.44133,0.419,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57511,0.23667,2.0,0.47867,0.244,2.0,0.532,0.272,2.0,0.53867,0.3,2.0,0.604,0.249,2.0,0.43867,0.256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_1916.jpg,0.334,0.77306,2.0,0.402,0.74949,2.0,0.44867,0.58855,2.0,0.694,0.7037,2.0,0.739,0.66364,2.0,0.83733,0.54141,2.0,0.22867,0.62626,2.0,0.29267,0.59731,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.14646,2.0,0.194,0.22155,2.0,0.35867,0.38047,2.0,0.37467,0.44781,2.0,0.58247,0.03379,2.0,0.03665,0.17269,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2208.jpg,0.41733,0.62933,2.0,0.412,0.59467,2.0,0.41333,0.54844,2.0,0.398,0.656,2.0,0.413,0.60667,0.0,0.413,0.53467,0.0,0.41867,0.63467,2.0,0.422,0.60267,2.0,0.42733,0.55644,2.0,0.0,0.0,0.0,0.415,0.6,0.0,0.0,0.0,0.0,0.392,0.444,0.0,0.0,0.0,0.0,0.39333,0.432,2.0,0.41267,0.42578,2.0,0.404,0.48267,2.0,0.402,0.51822,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_242.jpg,0.86583,0.93667,2.0,0.78417,0.84067,2.0,0.73375,0.608,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43417,0.94533,2.0,0.4825,0.83333,2.0,0.44875,0.659,2.0,0.375,0.633,2.0,0.38125,0.515,2.0,0.37,0.372,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.235,2.0,0.38375,0.242,2.0,0.52167,0.45933,2.0,0.52667,0.51133,2.0,0.71297,0.1358,2.0,0.31298,0.1172,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2479.jpg,0.65152,0.86587,2.0,0.62525,0.78353,2.0,0.66667,0.63745,2.0,0.40808,0.71315,2.0,0.35657,0.62815,2.0,0.0,0.0,0.0,0.59293,0.92829,2.0,0.57677,0.82869,2.0,0.58485,0.66667,2.0,0.27374,0.81408,2.0,0.26667,0.69588,2.0,0.2899,0.52855,2.0,0.27273,0.32005,2.0,0.13434,0.10491,2.0,0.73131,0.18327,2.0,0.59192,0.22444,2.0,0.69394,0.34396,2.0,0.68081,0.37317,2.0,0.77431,0.07703,2.0,0.53561,0.13884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2507.jpg,0.422,0.808,2.0,0.43067,0.72178,2.0,0.454,0.56622,2.0,0.61333,0.69956,2.0,0.582,0.63022,2.0,0.6,0.51022,2.0,0.30467,0.696,2.0,0.332,0.64444,2.0,0.324,0.51289,2.0,0.47733,0.68889,2.0,0.5,0.62044,2.0,0.488,0.55867,0.0,0.567,0.52,0.0,0.60467,0.42933,2.0,0.42267,0.14133,2.0,0.286,0.17067,2.0,0.37133,0.33511,2.0,0.37133,0.39733,2.0,0.48995,0.16841,2.0,0.1792,0.21269,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2650.jpg,0.593,0.85586,2.0,0.608,0.76076,2.0,0.59267,0.61762,2.0,0.717,0.66967,2.0,0.77,0.62563,2.0,0.76067,0.5025,2.0,0.0,0.0,0.0,0.473,0.78979,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.33333,2.0,0.30733,0.36937,2.0,0.5,0.67668,2.0,0.50267,0.71471,2.0,0.59589,0.36629,2.0,0.24267,0.38038,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_2706.jpg,0.60938,0.85417,2.0,0.59583,0.76389,2.0,0.62187,0.66667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49792,0.73333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66406,0.38542,0.0,0.65833,0.30139,2.0,0.53542,0.26528,2.0,0.39687,0.34583,2.0,0.50833,0.48194,2.0,0.53125,0.54167,2.0,0.51581,0.18684,2.0,0.33707,0.21798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_275.jpg,0.0,0.0,0.0,0.47267,0.53153,2.0,0.47333,0.46547,2.0,0.0,0.0,0.0,0.599,0.46246,2.0,0.59067,0.4004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59667,0.32032,2.0,0.64267,0.18118,2.0,0.464,0.24024,2.0,0.0,0.0,0.0,0.36733,0.22723,2.0,0.38933,0.27127,2.0,0.5104,0.22823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2815.jpg,0.0,0.0,0.0,0.517,0.97417,2.0,0.0,0.0,0.0,0.612,0.97778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34133,0.96278,2.0,0.32,0.88556,2.0,0.26667,0.65444,2.0,0.18667,0.94944,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.49583,2.0,0.82,0.28111,2.0,0.44,0.21833,2.0,0.53,0.54556,2.0,0.516,0.6375,0.0,0.0,0.0,0.0,0.2389,0.02677,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2887.jpg,0.5401,0.86296,2.0,0.50725,0.78333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43188,0.95556,2.0,0.44251,0.85926,2.0,0.38841,0.71111,2.0,0.36135,0.86944,2.0,0.27923,0.76759,2.0,0.26763,0.63056,2.0,0.0,0.0,0.0,0.06473,0.63056,2.0,0.69275,0.26528,2.0,0.41884,0.24583,2.0,0.55362,0.41944,2.0,0.55169,0.4963,2.0,0.81968,0.11609,2.0,0.34612,0.07697,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_2921.jpg,0.66133,0.86415,2.0,0.62267,0.73529,2.0,0.63333,0.65126,2.0,0.34533,0.79412,2.0,0.316,0.69958,2.0,0.0,0.0,0.0,0.46667,0.89916,2.0,0.482,0.77731,2.0,0.512,0.60644,2.0,0.26,0.84874,2.0,0.226,0.73739,2.0,0.262,0.52731,0.0,0.242,0.36555,0.0,0.232,0.20378,0.0,0.73333,0.16527,2.0,0.56267,0.2395,2.0,0.76133,0.35994,2.0,0.74933,0.40616,2.0,0.786,0.07563,2.0,0.488,0.19748,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_2973.jpg,0.55911,0.876,2.0,0.62311,0.77267,2.0,0.64889,0.648,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40889,0.84133,2.0,0.46489,0.76533,2.0,0.39111,0.676,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.24,2.0,0.272,0.246,2.0,0.40711,0.30133,2.0,0.40711,0.368,2.0,0.69744,0.15933,2.0,0.19365,0.20954,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3033.jpg,0.766,0.768,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37933,0.84267,2.0,0.37467,0.75467,2.0,0.0,0.0,0.0,0.82467,0.74844,2.0,0.70067,0.70667,2.0,0.69467,0.61956,2.0,0.5,0.86667,2.0,0.43333,0.79467,2.0,0.44,0.65956,2.0,0.35867,0.58222,2.0,0.418,0.58311,2.0,0.0,0.0,0.0,0.746,0.43556,2.0,0.902,0.45422,2.0,0.86133,0.50044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_3110.jpg,0.55481,0.72288,2.0,0.59926,0.64596,2.0,0.60444,0.59911,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51111,0.72682,2.0,0.4637,0.64201,2.0,0.42444,0.55621,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56667,0.30325,2.0,0.39667,0.23225,2.0,0.35037,0.43984,2.0,0.38889,0.51381,2.0,0.54572,0.11981,2.0,0.34243,0.17927,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_326.jpg,0.45195,0.849,2.0,0.33534,0.78333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04054,0.792,2.0,0.11612,0.64133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62162,0.34,2.0,0.33934,0.331,2.0,0.48148,0.60067,2.0,0.46246,0.657,2.0,0.77191,0.20646,2.0,0.23255,0.15383,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_3402.jpg,0.39133,0.62933,2.0,0.47467,0.63911,2.0,0.0,0.0,0.0,0.33333,0.47556,2.0,0.38667,0.46756,2.0,0.417,0.48667,2.0,0.0,0.0,0.0,0.46133,0.58222,2.0,0.52333,0.51822,2.0,0.32733,0.43467,2.0,0.39067,0.424,2.0,0.448,0.40089,2.0,0.48133,0.34844,2.0,0.39533,0.33067,2.0,0.86933,0.64889,2.0,0.74533,0.504,2.0,0.74467,0.74222,2.0,0.69667,0.74933,2.0,0.91974,0.63225,2.0,0.79144,0.39856,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3423.jpg,0.39833,0.70865,2.0,0.455,0.61959,2.0,0.52667,0.53053,2.0,0.62,0.64122,2.0,0.6825,0.60687,2.0,0.64,0.54962,2.0,0.15167,0.65013,2.0,0.24167,0.5827,2.0,0.28167,0.4771,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.52417,2.0,0.825,0.56234,2.0,0.64167,0.21501,2.0,0.40333,0.21247,2.0,0.57,0.32824,2.0,0.5675,0.39313,2.0,0.72214,0.1554,2.0,0.32946,0.12214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3485.jpg,0.71875,0.84013,2.0,0.66458,0.76698,2.0,0.0,0.0,0.0,0.375,0.66771,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63125,0.97701,2.0,0.575,0.88924,2.0,0.5375,0.71264,2.0,0.1625,0.72623,2.0,0.13438,0.63114,2.0,0.16771,0.51202,2.0,0.21042,0.28527,2.0,0.32396,0.4441,2.0,0.79062,0.21944,2.0,0.54583,0.25601,2.0,0.71354,0.41484,2.0,0.72812,0.4953,2.0,0.78888,0.05547,2.0,0.44309,0.17681,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n02085620_368.jpg,0.51867,0.92593,2.0,0.564,0.83383,2.0,0.62933,0.72172,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782,0.61562,2.0,0.441,0.8994,2.0,0.44067,0.83183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60667,0.18018,2.0,0.398,0.21221,2.0,0.528,0.27628,2.0,0.534,0.41241,2.0,0.64638,0.07703,2.0,0.315,0.10036,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3742.jpg,0.58709,0.89798,2.0,0.57095,0.78738,2.0,0.59766,0.6324,2.0,0.73011,0.7757,2.0,0.69672,0.69393,2.0,0.72231,0.50312,2.0,0.18086,0.89486,2.0,0.27323,0.76947,2.0,0.32638,0.71963,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88703,0.70016,2.0,0.52198,0.20483,2.0,0.24151,0.22196,2.0,0.29661,0.49065,2.0,0.31664,0.57165,2.0,0.57105,0.37782,2.0,0.23547,0.39646,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_3838.jpg,0.27137,0.78198,2.0,0.31197,0.72093,2.0,0.26994,0.57752,2.0,0.30413,0.81492,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58048,0.84302,2.0,0.72222,0.73062,2.0,0.40491,0.24273,2.0,0.22115,0.1439,2.0,0.22934,0.39147,2.0,0.22863,0.44913,2.0,0.49685,0.18402,2.0,0.19502,0.0349,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_3975.jpg,0.74405,0.884,2.0,0.69544,0.76333,2.0,0.73909,0.61667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31944,0.822,2.0,0.38591,0.74467,2.0,0.38244,0.638,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76042,0.162,2.0,0.57738,0.27733,2.0,0.26885,0.26533,2.0,0.37202,0.48133,2.0,0.37202,0.545,2.0,0.62346,0.24739,2.0,0.14453,0.13823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
n02085620_4016.jpg,0.94167,0.975,2.0,0.78125,0.83472,2.0,0.66094,0.64236,2.0,0.05391,0.56354,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70312,0.97812,2.0,0.55313,0.86875,2.0,0.48906,0.70069,2.0,0.01146,0.62083,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69427,0.23194,2.0,0.48958,0.23542,2.0,0.55573,0.53403,2.0,0.57109,0.59167,2.0,0.73839,0.03143,2.0,0.45295,0.05024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_4207.jpg,0.88733,0.80581,2.0,0.759,0.72823,2.0,0.64933,0.62062,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72933,0.88889,2.0,0.622,0.79129,2.0,0.52667,0.71271,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.62913,2.0,0.0,0.0,0.0,0.04933,0.62963,2.0,0.669,0.17568,2.0,0.43533,0.15616,2.0,0.56533,0.37237,2.0,0.56133,0.45746,2.0,0.76476,0.07407,2.0,0.3941,0.08606,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n02085620_4290.jpg,0.53846,0.84,2.0,0.50902,0.776,2.0,0.54036,0.672,2.0,0.40931,0.82133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49478,0.878,2.0,0.46819,0.80933,2.0,0.4416,0.71133,2.0,0.26116,0.872,2.0,0.14815,0.82667,2.0,0.2925,0.766,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74644,0.35667,2.0,0.49193,0.33267,2.0,0.5717,0.42933,2.0,0.60304,0.45467,2.0,0.81377,0.37053,2.0,0.455,0.336,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
